iid,sub_class,exit_status,n_turns,n_tools_last10,tool_entropy_last10,tool_diversity_last10,tool_repetition_last10
agronholm__anyio-399,wandering,submitted (exit_context),114,10,1.0,0.2,0.5
aio-libs__aioftp-97,wandering,submitted (exit_context),37,10,1.0,0.2,0.5
aio-libs__aioftp-97,wandering,submitted (exit_context),40,10,2.2464393446710154,0.5,0.3
alexander-akhmetov__python-telegram-168,wandering,submitted (exit_context),60,10,0.7219280948873623,0.2,0.8
alexander-akhmetov__python-telegram-168,wandering,submitted (exit_context),45,10,1.0,0.2,0.5
alexander-akhmetov__python-telegram-168,wandering,submitted (exit_context),38,10,0.0,0.1,1.0
alexander-akhmetov__python-telegram-168,wandering,submitted (exit_context),36,10,1.0,0.2,0.5
alexander-akhmetov__python-telegram-168,wandering,submitted (exit_context),62,10,2.3709505944546683,0.6,0.3
alexander-akhmetov__python-telegram-168,wandering,submitted (exit_context),237,10,0.9709505944546686,0.2,0.6
alexander-akhmetov__python-telegram-168,wandering,submitted (exit_context),47,10,0.0,0.1,1.0
amplify-education__python-hcl2-73,wandering,submitted (exit_context),99,10,1.0,0.2,0.5
amplify-education__python-hcl2-73,wandering,submitted (exit_context),36,10,1.5709505944546684,0.3,0.4
amplify-education__python-hcl2-73,wandering,submitted (exit_context),30,10,1.8464393446710154,0.4,0.4
amplify-education__python-hcl2-73,wandering,submitted (exit_context),57,10,1.0,0.2,0.5
amplify-education__python-hcl2-73,wandering,submitted (exit_context),50,10,1.0,0.2,0.5
astroML__astroML-237,wandering,submitted (exit_context),28,10,1.7219280948873623,0.4,0.4
astroML__astroML-237,wandering,submitted (exit_context),21,10,0.0,0.1,1.0
brettcannon__mousebender-70,wandering,submitted (exit_context),28,10,0.0,0.1,1.0
brettcannon__mousebender-70,wandering,submitted (exit_context),21,10,0.8812908992306927,0.2,0.7
canonical__operator-823,wandering,submitted (exit_context),59,10,1.4854752972273344,0.3,0.5
canonical__operator-823,wandering,submitted (exit_context),77,10,0.7219280948873623,0.2,0.8
canonical__operator-823,wandering,submitted (exit_context),76,10,1.0,0.2,0.5
canonical__operator-823,wandering,submitted (exit_context),51,10,0.9709505944546686,0.2,0.6
destag__at-date-17,wandering,submitted (exit_context),48,10,1.8464393446710154,0.4,0.4
destag__at-date-17,wandering,submitted (exit_context),12,10,2.1709505944546685,0.5,0.3
destag__at-date-17,wandering,submitted (exit_context),19,10,1.3709505944546687,0.3,0.6
destag__at-date-17,wandering,submitted (exit_context),33,10,1.3609640474436813,0.3,0.5
destag__at-date-17,wandering,submitted (exit_context),62,10,1.4854752972273344,0.3,0.5
destag__at-date-17,wandering,submitted (exit_context),30,10,1.0,0.2,0.5
destag__at-date-17,wandering,submitted (exit_context),28,10,0.9709505944546686,0.2,0.6
devopshq__artifactory-439,wandering,submitted (exit_context),33,10,2.5219280948873624,0.6,0.2
devopshq__artifactory-439,wandering,submitted (exit_context),28,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),30,10,1.5709505944546684,0.3,0.4
devopshq__artifactory-439,wandering,submitted (exit_context),37,10,1.5219280948873621,0.3,0.4
devopshq__artifactory-439,wandering,submitted (exit_context),29,10,1.0,0.2,0.5
devopshq__artifactory-439,wandering,submitted (exit_context),26,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),38,10,1.8954618442383218,0.4,0.3
devopshq__artifactory-439,wandering,submitted (exit_context),26,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),34,10,1.9709505944546686,0.4,0.3
devopshq__artifactory-439,wandering,submitted (exit_context),37,10,2.321928094887362,0.6,0.4
devopshq__artifactory-439,wandering,submitted (exit_context),37,10,2.321928094887362,0.6,0.4
devopshq__artifactory-439,wandering,submitted (exit_context),36,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),96,10,0.8812908992306927,0.2,0.7
devopshq__artifactory-439,wandering,submitted (exit_context),43,10,1.5219280948873621,0.3,0.4
devopshq__artifactory-439,wandering,submitted (exit_context),54,10,1.0,0.2,0.5
devopshq__artifactory-439,wandering,submitted (exit_context),24,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),43,10,0.8812908992306927,0.2,0.7
devopshq__artifactory-439,wandering,submitted (exit_context),31,10,0.9709505944546686,0.2,0.6
devopshq__artifactory-439,wandering,submitted (exit_context),36,10,1.9609640474436814,0.5,0.5
devopshq__artifactory-439,wandering,submitted (exit_context),41,10,2.246439344671016,0.5,0.3
devopshq__artifactory-439,wandering,submitted (exit_context),162,10,1.0,0.2,0.5
devopshq__artifactory-439,wandering,submitted (exit_context),75,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),31,10,2.1709505944546685,0.5,0.3
devopshq__artifactory-439,wandering,submitted (exit_context),23,10,0.9709505944546686,0.2,0.6
devopshq__artifactory-439,wandering,submitted (exit_context),37,10,0.9709505944546686,0.2,0.6
devopshq__artifactory-439,wandering,submitted (exit_context),29,10,2.521928094887362,0.6,0.2
devopshq__artifactory-439,wandering,submitted (exit_context),27,10,1.0,0.2,0.5
devopshq__artifactory-439,wandering,submitted (exit_context),30,10,1.5709505944546684,0.3,0.4
devopshq__artifactory-439,wandering,submitted (exit_context),31,10,2.721928094887362,0.7,0.2
devopshq__artifactory-439,wandering,submitted (exit_context),37,10,0.9709505944546686,0.2,0.6
devopshq__artifactory-439,wandering,submitted (exit_context),27,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),39,10,1.0,0.2,0.5
devopshq__artifactory-439,wandering,submitted (exit_context),27,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),26,10,0.0,0.1,1.0
devopshq__artifactory-439,wandering,submitted (exit_context),31,10,1.5219280948873621,0.3,0.4
devopshq__artifactory-439,wandering,submitted (exit_context),62,10,0.0,0.1,1.0
fsspec__filesystem_spec-926,wandering,submitted (exit_context),41,10,1.0,0.2,0.5
geopandas__geopandas-1609,wandering,submitted (exit_context),6,6,2.584962500721156,1.0,0.16666666666666666
glue-viz__glue-astronomy-25,wandering,submitted (exit_context),58,10,0.0,0.1,1.0
glue-viz__glue-astronomy-25,wandering,submitted (exit_context),12,10,2.3709505944546687,0.6,0.3
glue-viz__glue-astronomy-25,wandering,submitted (exit_context),18,10,2.1709505944546685,0.5,0.3
glue-viz__glue-astronomy-25,wandering,submitted (exit_context),27,10,1.0,0.2,0.5
glue-viz__glue-astronomy-25,wandering,submitted (exit_context),106,10,1.5709505944546684,0.3,0.4
google__docker-explorer-64,wandering,submitted (exit_context),17,10,1.3567796494470394,0.4,0.7
google__docker-explorer-64,wandering,submitted (exit_context),36,10,0.4689955935892812,0.2,0.9
google__docker-explorer-64,wandering,submitted (exit_context),152,10,2.6464393446710153,0.7,0.3
google__docker-explorer-64,wandering,submitted (exit_context),131,10,1.5709505944546684,0.3,0.4
google__docker-explorer-64,wandering,submitted (exit_context),20,10,1.3609640474436813,0.3,0.5
google__docker-explorer-64,wandering,submitted (exit_context),67,10,1.1567796494470395,0.3,0.7
google__docker-explorer-64,wandering,submitted (exit_context),29,10,0.0,0.1,1.0
google__mobly-328,wandering,submitted (exit_context),58,10,1.0,0.2,0.5
google__mobly-328,wandering,submitted (exit_context),45,10,1.295461844238322,0.3,0.6
google__mobly-328,wandering,submitted (exit_context),49,10,1.0,0.2,0.5
google__mobly-328,wandering,submitted (exit_context),50,10,1.0,0.2,0.5
google__mobly-328,wandering,submitted (exit_context),107,10,0.0,0.1,1.0
google__mobly-328,wandering,submitted (exit_context),38,10,2.5219280948873624,0.6,0.2
iterative__dvc-2815,wandering,submitted (exit_context),16,10,2.121928094887362,0.5,0.4
iterative__dvc-2815,wandering,submitted (exit_context),55,10,0.0,0.1,1.0
iterative__dvc-2815,wandering,submitted (exit_context),17,10,1.7219280948873623,0.4,0.4
iterative__dvc-2815,wandering,submitted (exit_context),28,10,2.1709505944546685,0.5,0.3
iterative__dvc-2815,wandering,submitted (exit_context),31,10,0.0,0.1,1.0
iterative__dvc-3405,wandering,submitted (exit_context),66,10,1.4854752972273344,0.3,0.5
iterative__dvc-3405,wandering,submitted (exit_context),40,10,0.0,0.1,1.0
iterative__dvc-3493,wandering,submitted (exit_context),55,10,1.5219280948873621,0.3,0.4
iterative__dvc-3493,wandering,submitted (exit_context),38,10,0.0,0.1,1.0
iterative__dvc-3493,wandering,submitted (exit_context),45,10,1.1567796494470395,0.3,0.7
iterative__dvc-3493,wandering,submitted (exit_context),47,11,0.9940302114769565,0.2,0.5454545454545454
iterative__dvc-5362,wandering,submitted (exit_context),16,10,1.9609640474436814,0.5,0.5
iterative__dvc-7497,wandering,submitted (exit_context),350,10,0.0,0.1,1.0
iterative__dvc-7497,wandering,submitted (exit_context),43,10,1.4854752972273344,0.3,0.5
iterative__dvc-7497,wandering,submitted (exit_context),367,10,0.0,0.1,1.0
iterative__dvc-7497,wandering,submitted (exit_context),94,10,1.0,0.2,0.5
keras-team__keras-nlp-131,wandering,submitted (exit_context),23,10,0.9709505944546686,0.2,0.6
keras-team__keras-nlp-131,wandering,submitted (exit_context),15,10,1.0,0.2,0.5
keras-team__keras-nlp-131,wandering,submitted (exit_context),26,10,0.4689955935892812,0.2,0.9
keras-team__keras-nlp-131,wandering,submitted (exit_context),6,6,2.584962500721156,1.0,0.16666666666666666
keras-team__keras-nlp-131,wandering,submitted (exit_context),29,10,2.1709505944546685,0.5,0.3
keras-team__keras-nlp-131,wandering,submitted (exit_context),27,10,0.4689955935892812,0.2,0.9
keras-team__keras-nlp-131,wandering,submitted (exit_context),24,10,0.7219280948873623,0.2,0.8
keras-team__keras-nlp-131,wandering,submitted (exit_context),57,10,0.4689955935892812,0.2,0.9
keras-team__keras-nlp-131,wandering,submitted (exit_context),28,10,0.0,0.1,1.0
keras-team__keras-nlp-131,wandering,submitted (exit_context),20,10,1.5709505944546684,0.3,0.4
keras-team__keras-nlp-131,wandering,submitted (exit_context),23,10,1.0,0.2,0.5
keras-team__keras-nlp-131,wandering,submitted (exit_context),21,10,0.0,0.1,1.0
keras-team__keras-nlp-131,wandering,submitted (exit_context),22,10,0.8812908992306927,0.2,0.7
keras-team__keras-nlp-131,wandering,submitted (exit_context),36,10,0.0,0.1,1.0
keras-team__keras-nlp-131,wandering,submitted (exit_context),20,10,1.0,0.2,0.5
keras-team__keras-nlp-131,wandering,submitted (exit_context),34,10,1.7219280948873623,0.4,0.4
keras-team__keras-nlp-131,wandering,submitted (exit_context),42,10,2.6464393446710157,0.7,0.3
keras-team__keras-nlp-131,wandering,submitted (exit_context),90,10,1.0,0.2,0.5
keras-team__keras-nlp-131,wandering,submitted (exit_context),25,10,0.9219280948873623,0.3,0.8
keras-team__keras-nlp-131,wandering,submitted (exit_context),23,10,0.9219280948873623,0.3,0.8
keras-team__keras-nlp-131,wandering,submitted (exit_context),24,10,0.4689955935892812,0.2,0.9
keras-team__keras-nlp-131,wandering,submitted (exit_context),30,10,2.1709505944546685,0.5,0.3
keras-team__keras-nlp-131,wandering,submitted (exit_context),33,10,0.0,0.1,1.0
keras-team__keras-nlp-131,wandering,submitted (exit_context),28,10,1.5709505944546687,0.4,0.6
keras-team__keras-nlp-131,wandering,submitted (exit_context),28,10,1.0,0.2,0.5
keras-team__keras-nlp-131,wandering,submitted (exit_context),30,10,0.8812908992306927,0.2,0.7
keras-team__keras-nlp-131,wandering,submitted (exit_context),24,10,0.8812908992306927,0.2,0.7
keras-team__keras-nlp-131,wandering,submitted (exit_context),51,10,2.246439344671016,0.5,0.3
keras-team__keras-nlp-131,wandering,submitted (exit_context),27,10,0.4689955935892812,0.2,0.9
keras-team__keras-nlp-131,wandering,submitted (exit_context),127,10,1.4854752972273344,0.3,0.5
keras-team__keras-nlp-131,wandering,submitted (exit_context),23,10,1.3567796494470397,0.4,0.7
lightkurve__lightkurve-1392,wandering,submitted (exit_context),21,10,0.0,0.1,1.0
lightkurve__lightkurve-1392,wandering,submitted (exit_context),18,10,0.0,0.1,1.0
marshmallow-code__flask-smorest-561,wandering,submitted (exit_context),50,10,0.0,0.1,1.0
marshmallow-code__flask-smorest-561,wandering,submitted (exit_context),51,10,0.7219280948873623,0.2,0.8
marshmallow-code__flask-smorest-561,wandering,submitted (exit_context),50,10,0.0,0.1,1.0
oasis-open__cti-python-stix2-454,wandering,submitted (exit_context),22,10,0.0,0.1,1.0
oasis-open__cti-python-stix2-454,wandering,submitted (exit_context),38,10,0.8812908992306927,0.2,0.7
pimutils__todoman-170,wandering,submitted (exit_context),258,10,0.0,0.1,1.0
pimutils__todoman-170,wandering,submitted (exit_context),126,10,1.0,0.2,0.5
pimutils__todoman-170,wandering,submitted (exit_context),95,10,1.0,0.2,0.5
pimutils__todoman-170,wandering,submitted (exit_context),66,10,0.0,0.1,1.0
pimutils__todoman-170,wandering,submitted (exit_context),115,10,1.0,0.2,0.5
pimutils__todoman-170,wandering,submitted (exit_context),44,10,0.0,0.1,1.0
pimutils__todoman-170,wandering,submitted (exit_context),53,10,1.0,0.2,0.5
pior__pyramid_useragent-3,wandering,submitted (exit_context),41,10,0.0,0.1,1.0
pior__pyramid_useragent-3,wandering,submitted (exit_context),114,10,0.8812908992306927,0.2,0.7
pvlib__pvlib-python-1218,wandering,submitted (exit_context),19,10,0.9219280948873623,0.3,0.8
pvlib__pvlib-python-1448,wandering,submitted (exit_context),39,10,0.9709505944546686,0.2,0.6
pydantic__pydantic-3975,wandering,submitted (exit_context),23,10,0.0,0.1,1.0
pydantic__pydantic-3975,wandering,submitted (exit_context),49,10,0.0,0.1,1.0
pydantic__pydantic-3975,wandering,submitted (exit_context),44,10,0.0,0.1,1.0
pydantic__pydantic-3975,wandering,submitted (exit_context),113,10,0.0,0.1,1.0
pydantic__pydantic-3975,wandering,submitted (exit_context),15,10,0.4689955935892812,0.2,0.9
pydantic__pydantic-3975,wandering,submitted (exit_context),38,10,0.8812908992306927,0.2,0.7
pydantic__pydantic-3975,wandering,submitted (exit_context),34,10,1.1567796494470395,0.3,0.7
pydantic__pydantic-3975,wandering,submitted (exit_context),28,10,0.0,0.1,1.0
reata__sqllineage-27,wandering,submitted (exit_context),32,10,1.0,0.2,0.5
reata__sqllineage-27,wandering,submitted (exit_context),43,10,1.0,0.2,0.5
reata__sqllineage-27,wandering,submitted (exit_context),37,10,1.5709505944546687,0.4,0.6
reata__sqllineage-27,wandering,submitted (exit_context),80,10,1.0,0.2,0.5
reata__sqllineage-27,wandering,submitted (exit_context),24,10,2.1219280948873624,0.5,0.4
reata__sqllineage-27,wandering,submitted (exit_context),190,10,1.9709505944546686,0.4,0.3
simpeg__simpeg-1334,wandering,submitted (exit_context),36,10,0.0,0.1,1.0
simpeg__simpeg-1334,wandering,submitted (exit_context),43,10,1.0,0.2,0.5
singingwolfboy__flask-dance-107,wandering,submitted (exit_context),67,10,0.8812908992306927,0.2,0.7
singingwolfboy__flask-dance-107,wandering,submitted (exit_context),47,20,0.0,0.1,1.0
singingwolfboy__flask-dance-107,wandering,submitted (exit_context),42,10,0.8812908992306927,0.2,0.7
singingwolfboy__flask-dance-107,wandering,submitted (exit_context),22,10,1.9709505944546686,0.4,0.3
spdx__tools-python-480,wandering,submitted (exit_context),37,10,2.721928094887362,0.7,0.2
spdx__tools-python-480,wandering,submitted (exit_context),58,10,1.9219280948873623,0.4,0.4
spdx__tools-python-480,wandering,submitted (exit_context),33,10,0.4689955935892812,0.2,0.9
spdx__tools-python-480,wandering,submitted (exit_context),36,10,1.0,0.2,0.5
spdx__tools-python-480,wandering,submitted (exit_context),44,10,1.4854752972273344,0.3,0.5
spdx__tools-python-480,wandering,submitted (exit_context),77,10,1.3709505944546687,0.3,0.6
spdx__tools-python-480,wandering,submitted (exit_context),70,10,1.4854752972273344,0.3,0.5
sqlfluff__sqlfluff-4764,wandering,submitted (exit_context),17,11,1.789929075309999,0.4,0.45454545454545453
stitchfix__nodebook-18,wandering,submitted (exit_context),33,10,0.0,0.1,1.0
stitchfix__nodebook-18,wandering,submitted (exit_context),19,10,2.321928094887362,0.6,0.4
stitchfix__nodebook-18,wandering,submitted (exit_context),101,10,1.0,0.2,0.5
tech-teach__marshmallowjson-3,wandering,submitted (exit_context),49,10,1.0,0.2,0.5
tech-teach__marshmallowjson-3,wandering,submitted (exit_context),45,10,1.0,0.2,0.5
tech-teach__marshmallowjson-3,wandering,submitted (exit_context),93,10,0.0,0.1,1.0
tech-teach__marshmallowjson-3,wandering,submitted (exit_context),63,10,1.0,0.2,0.5
tobymao__sqlglot-1841,wandering,submitted (exit_context),129,10,1.0,0.2,0.5
tobymao__sqlglot-1841,wandering,submitted (exit_context),192,10,1.7709505944546688,0.5,0.6
tobymao__sqlglot-1841,wandering,submitted (exit_context),152,10,0.0,0.1,1.0
tobymao__sqlglot-1841,wandering,submitted (exit_context),15,10,2.1709505944546685,0.5,0.3
tobymao__sqlglot-1841,wandering,submitted (exit_context),28,10,0.9219280948873623,0.3,0.8
tobymao__sqlglot-1841,wandering,submitted (exit_context),39,10,0.0,0.1,1.0
tobymao__sqlglot-1841,wandering,submitted (exit_context),32,10,1.6854752972273346,0.4,0.5
tobymao__sqlglot-1841,wandering,submitted (exit_context),43,10,1.6854752972273344,0.4,0.5
tobymao__sqlglot-1841,wandering,submitted (exit_context),147,10,1.0,0.2,0.5
tobymao__sqlglot-1841,wandering,submitted (exit_context),121,10,1.0,0.2,0.5
treasure-data__td-client-python-44,wandering,submitted (exit_context),88,10,0.7219280948873623,0.2,0.8
treasure-data__td-client-python-44,wandering,submitted (exit_context),75,10,1.5709505944546684,0.3,0.4
treasure-data__td-client-python-44,wandering,submitted (exit_context),53,10,2.4464393446710155,0.6,0.3
treasure-data__td-client-python-44,wandering,submitted (exit_context),48,10,1.9709505944546688,0.4,0.3
treasure-data__td-client-python-44,wandering,submitted (exit_context),52,10,1.0,0.2,0.5
treasure-data__td-client-python-44,wandering,submitted (exit_context),41,10,2.3709505944546687,0.6,0.3
ttu__ruuvitag-sensor-41,wandering,submitted (exit_context),35,10,1.4854752972273344,0.3,0.5
ttu__ruuvitag-sensor-41,wandering,submitted (exit_context),34,10,1.5219280948873621,0.3,0.4
ttu__ruuvitag-sensor-41,wandering,submitted (exit_context),27,10,0.0,0.1,1.0
valohai__valohai-cli-52,wandering,submitted (exit_context),53,10,1.3609640474436813,0.3,0.5
valohai__valohai-cli-52,wandering,submitted (exit_context),54,10,1.721928094887362,0.4,0.4
valohai__valohai-cli-52,wandering,submitted (exit_context),51,10,2.246439344671016,0.5,0.3
valohai__valohai-cli-52,wandering,submitted (exit_context),63,10,1.0,0.2,0.5
wireservice__csvkit-800,wandering,submitted (exit_context),97,10,1.0,0.2,0.5
wireservice__csvkit-800,wandering,submitted (exit_context),52,10,0.7219280948873623,0.2,0.8
wireservice__csvkit-800,wandering,submitted (exit_context),44,10,1.4854752972273344,0.3,0.5
wireservice__csvkit-800,wandering,submitted (exit_context),37,10,2.1609640474436813,0.6,0.5
wireservice__csvkit-800,wandering,submitted (exit_context),47,10,0.9709505944546686,0.2,0.6
EdinburghGenomics__EGCG-Core-88,wandering,submitted (exit_context),39,10,0.0,0.1,1.0
EdinburghGenomics__EGCG-Core-88,wandering,submitted (exit_context),52,10,1.9709505944546686,0.4,0.3
ICB-DCM__pyPESTO-676,wandering,submitted (exit_context),33,10,0.0,0.1,1.0
ICB-DCM__pyPESTO-676,wandering,submitted (exit_context),38,10,1.1567796494470395,0.3,0.7
ICB-DCM__pyPESTO-676,wandering,submitted (exit_context),89,10,0.0,0.1,1.0
ICB-DCM__pyPESTO-676,wandering,submitted (exit_context),100,10,1.0,0.2,0.5
PyCQA__flake8-bugbear-284,wandering,submitted (exit_context),56,10,1.0,0.2,0.5
PyCQA__flake8-bugbear-284,wandering,submitted (exit_context),33,10,0.0,0.1,1.0
PyCQA__flake8-bugbear-284,wandering,submitted (exit_context),20,10,0.9219280948873623,0.3,0.8
PyCQA__flake8-bugbear-284,wandering,submitted (exit_context),47,10,0.0,0.1,1.0
Textualize__textual-3396,wandering,submitted (exit_context),30,10,0.0,0.1,1.0
Textualize__textual-3396,wandering,submitted (exit_context),50,10,1.5709505944546684,0.3,0.4
Textualize__textual-3396,wandering,submitted (exit_context),92,10,1.0,0.2,0.5
Textualize__textual-3396,wandering,submitted (exit_context),155,10,1.5709505944546684,0.3,0.4
asottile__pyupgrade-313,wandering,submitted (exit_context),5,5,2.321928094887362,1.0,0.2
asottile__pyupgrade-313,wandering,submitted (exit_context),32,10,1.5709505944546684,0.3,0.4
asottile__pyupgrade-313,wandering,submitted (exit_context),25,10,0.0,0.1,1.0
asottile__pyupgrade-313,wandering,submitted (exit_context),25,10,0.0,0.1,1.0
astropy__sphinx-automodapi-51,wandering,submitted (exit_context),26,10,0.0,0.1,1.0
celery__billiard-372,wandering,submitted (exit_context),62,10,2.5219280948873624,0.6,0.2
cunybpl__isdparser-4,wandering,submitted (exit_context),38,10,0.9709505944546686,0.2,0.6
cunybpl__isdparser-4,wandering,submitted (exit_context),31,10,1.9709505944546686,0.4,0.3
datalad__datalad-5749,wandering,submitted (exit_context),36,10,1.1567796494470395,0.3,0.7
datalad__datalad-5749,wandering,submitted (exit_context),83,10,0.8812908992306927,0.2,0.7
datalad__datalad-5749,wandering,submitted (exit_context),42,10,2.4464393446710155,0.6,0.3
datalad__datalad-5749,wandering,submitted (exit_context),40,10,0.8812908992306927,0.2,0.7
datalad__datalad-5749,wandering,submitted (exit_context),48,10,2.5219280948873624,0.6,0.2
datalad__datalad-5749,wandering,submitted (exit_context),37,10,2.170950594454669,0.5,0.3
datalad__datalad-5749,wandering,submitted (exit_context),32,10,0.0,0.1,1.0
docker__docker-py-1167,wandering,submitted (exit_context),38,10,1.4854752972273344,0.3,0.5
docker__docker-py-1167,wandering,submitted (exit_context),46,10,2.521928094887362,0.6,0.2
docker__docker-py-1167,wandering,submitted (exit_context),35,10,0.9709505944546686,0.2,0.6
docker__docker-py-1167,wandering,submitted (exit_context),45,10,1.0,0.2,0.5
docker__docker-py-1167,wandering,submitted (exit_context),60,10,0.0,0.1,1.0
docker__docker-py-1167,wandering,submitted (exit_context),47,10,2.321928094887362,0.5,0.2
encode__starlette-563,wandering,submitted (exit_context),43,10,0.0,0.1,1.0
geopandas__geopandas-1336,wandering,submitted (exit_context),41,10,0.0,0.1,1.0
geopandas__geopandas-1336,wandering,submitted (exit_context),30,10,0.0,0.1,1.0
geopandas__geopandas-1336,wandering,submitted (exit_context),29,10,0.0,0.1,1.0
geopandas__geopandas-1336,wandering,submitted (exit_context),22,10,0.0,0.1,1.0
geopandas__geopandas-1336,wandering,submitted (exit_context),44,10,2.121928094887362,0.5,0.4
geopandas__geopandas-1336,wandering,submitted (exit_context),32,10,1.9709505944546686,0.4,0.3
geopandas__geopandas-1336,wandering,submitted (exit_context),25,10,0.0,0.1,1.0
geopandas__geopandas-1336,wandering,submitted (exit_context),49,10,0.0,0.1,1.0
geopandas__geopandas-1336,wandering,submitted (exit_context),40,10,1.0,0.2,0.5
geopandas__geopandas-1336,wandering,submitted (exit_context),36,10,1.0,0.2,0.5
google__mobly-311,wandering,submitted (exit_context),77,10,1.4854752972273344,0.3,0.5
google__mobly-311,wandering,submitted (exit_context),48,10,2.446439344671015,0.6,0.3
hynek__argon2-cffi-174,wandering,submitted (exit_context),41,10,0.7219280948873623,0.2,0.8
hynek__argon2-cffi-174,wandering,submitted (exit_context),40,10,2.2464393446710154,0.5,0.3
hynek__argon2-cffi-174,wandering,submitted (exit_context),38,10,0.9709505944546686,0.2,0.6
hynek__structlog-221,wandering,submitted (exit_context),42,10,1.0,0.2,0.5
hynek__structlog-221,wandering,submitted (exit_context),35,10,1.0,0.2,0.5
iamjackg__md2cf-97,wandering,submitted (exit_context),38,10,0.0,0.1,1.0
iamjackg__md2cf-97,wandering,submitted (exit_context),50,10,0.8812908992306927,0.2,0.7
iterative__dvc-6471,wandering,submitted (exit_context),68,10,0.0,0.1,1.0
iterative__dvc-6471,wandering,submitted (exit_context),69,10,1.0,0.2,0.5
iterative__dvc-6471,wandering,submitted (exit_context),41,10,0.0,0.1,1.0
iterative__dvc-6471,wandering,submitted (exit_context),26,10,2.4464393446710155,0.6,0.3
iterative__dvc-6633,wandering,submitted (exit_context),36,10,0.0,0.1,1.0
iterative__dvc-6633,wandering,submitted (exit_context),92,10,2.0464393446710156,0.5,0.4
iterative__dvc-6633,wandering,submitted (exit_context),85,10,0.0,0.1,1.0
iterative__dvc-6633,wandering,submitted (exit_context),49,10,0.9709505944546686,0.2,0.6
iterative__dvc-6633,wandering,submitted (exit_context),52,10,1.0,0.2,0.5
iterative__dvc-6633,wandering,submitted (exit_context),85,10,0.0,0.1,1.0
iterative__dvc-6633,wandering,submitted (exit_context),48,10,0.0,0.1,1.0
iterative__dvc-6633,wandering,submitted (exit_context),72,10,0.0,0.1,1.0
iterative__dvc-9000,wandering,submitted (exit_context),19,10,1.360964047443681,0.3,0.5
iterative__dvc-9000,wandering,submitted (exit_context),67,10,1.721928094887362,0.4,0.4
iterative__dvc-9000,wandering,submitted (exit_context),40,10,1.5709505944546684,0.3,0.4
iterative__dvc-9000,wandering,submitted (exit_context),36,10,0.0,0.1,1.0
iterative__dvc-9000,wandering,submitted (exit_context),43,12,1.384431504340598,0.3,0.5833333333333334
iterative__dvc-9000,wandering,submitted (exit_context),24,11,1.867633890971212,0.5,0.5454545454545454
iterative__dvc-9000,wandering,submitted (exit_context),51,10,1.1567796494470395,0.3,0.7
iterative__dvc-9000,wandering,submitted (exit_context),44,10,0.0,0.1,1.0
iterative__dvc-9000,wandering,submitted (exit_context),37,10,0.0,0.1,1.0
iterative__dvc-9000,wandering,submitted (exit_context),261,10,0.0,0.1,1.0
iterative__dvc-9000,wandering,submitted (exit_context),66,10,1.1567796494470395,0.3,0.7
ithaka__apiron-8,wandering,submitted (exit_context),35,10,0.0,0.1,1.0
jbradberry__universe-31,wandering,submitted (exit_context),128,10,0.0,0.1,1.0
jbradberry__universe-31,wandering,submitted (exit_context),59,10,1.0,0.2,0.5
jbradberry__universe-31,wandering,submitted (exit_context),39,10,1.5709505944546687,0.4,0.6
johnsyweb__python_sparse_list-17,wandering,submitted (exit_context),46,10,1.0,0.2,0.5
johnsyweb__python_sparse_list-17,wandering,submitted (exit_context),40,10,0.0,0.1,1.0
joke2k__django-environ-325,wandering,submitted (exit_context),79,10,0.8812908992306927,0.2,0.7
juju__juju-crashdump-54,wandering,submitted (exit_context),63,10,1.5709505944546684,0.3,0.4
juju__juju-crashdump-54,wandering,submitted (exit_context),45,10,1.3609640474436813,0.3,0.5
juju__juju-crashdump-54,wandering,submitted (exit_context),118,10,1.4854752972273344,0.3,0.5
lbl-srg__BuildingsPy-249,wandering,submitted (exit_context),62,10,1.5219280948873621,0.3,0.4
locustio__locust-994,wandering,submitted (exit_context),55,10,2.121928094887362,0.5,0.4
locustio__locust-994,wandering,submitted (exit_context),33,10,1.5709505944546684,0.3,0.4
locustio__locust-994,wandering,submitted (exit_context),62,10,1.0,0.2,0.5
locustio__locust-994,wandering,submitted (exit_context),118,10,0.9709505944546686,0.2,0.6
lucidsushi__gs_pip_install-132,wandering,submitted (exit_context),27,10,1.4854752972273344,0.3,0.5
matthewwardrop__formulaic-166,wandering,submitted (exit_context),37,10,2.321928094887362,0.6,0.4
matthewwardrop__formulaic-166,wandering,submitted (exit_context),52,10,1.295461844238322,0.3,0.6
matthewwardrop__formulaic-166,wandering,submitted (exit_context),23,10,0.0,0.1,1.0
matthewwardrop__formulaic-166,wandering,submitted (exit_context),112,10,0.0,0.1,1.0
matthewwardrop__formulaic-166,wandering,submitted (exit_context),37,10,1.9609640474436814,0.5,0.5
