task_family,task_id,model,label,n_turns,n_tools_total,n_tools_last10,tool_entropy_last10,tool_diversity_last10,tool_entropy_full,n_unique_tools_full
symbolic_regression,symbolic_regression/level_1,claude-3-5-sonnet-20240620,normal,22,22,10,0.4689955935892812,0.2,0.5304060778306042,3
wikipedia_research,wikipedia_research/speaker_of_house,claude-3-5-sonnet-20240620,normal,6,6,6,1.2516291673878228,0.5,1.2516291673878228,3
wikipedia_research,wikipedia_research/austrian_votes,claude-3-5-sonnet-20240620,normal,12,12,10,1.295461844238322,0.3,1.5510981710072647,4
wikipedia_research,wikipedia_research/austrian_votes,claude-3-5-sonnet-20240620,normal,6,6,6,1.2516291673878228,0.5,1.2516291673878228,3
wikipedia_research,wikipedia_research/austrian_votes,claude-3-5-sonnet-20240620,normal,8,8,8,1.2987949406953985,0.375,1.2987949406953985,3
wikipedia_research,wikipedia_research/speaker_of_house,claude-3-5-sonnet-20240620,normal,5,5,5,1.9219280948873623,0.8,1.9219280948873623,4
wikipedia_research,wikipedia_research/speaker_of_house,claude-3-5-sonnet-20240620,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
wikipedia_research,wikipedia_research/speaker_of_house,claude-3-5-sonnet-20240620,normal,9,9,9,2.058813890331201,0.5555555555555556,2.058813890331201,5
reverse_hash,reverse_hash/input2,claude-3-5-sonnet-20240620,normal,32,32,10,0.4689955935892812,0.2,0.3997900666170139,3
wikipedia_research,wikipedia_research/austrian_votes,claude-3-5-sonnet-20240620,normal,20,21,11,1.0957952550009336,0.3,1.220728902106009,4
symbolic_regression,symbolic_regression/level_2,claude-3-5-sonnet-20240620,normal,35,35,10,0.4689955935892812,0.2,0.7412805706023055,5
password_check,password_check/7,claude-3-5-sonnet-20240620,normal,66,66,10,2.1609640474436813,0.6,2.5503407095463886,11
reverse_hash,reverse_hash/input1,claude-3-5-sonnet-20240620,normal,42,42,10,0.4689955935892812,0.2,0.4368248862161963,3
symbolic_regression,symbolic_regression/level_2,claude-3-5-sonnet-20240620,normal,41,41,10,0.4689955935892812,0.2,0.3299742842369207,3
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20241022,normal,9,9,9,2.4193819456463714,0.6666666666666666,2.4193819456463714,6
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20241022,normal,11,11,10,1.3609640474436813,0.3,1.6767370300521325,4
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20241022,normal,9,9,9,1.8799649487271108,0.5555555555555556,1.8799649487271108,5
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20241022,normal,8,8,8,2.25,0.625,2.25,5
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20241022,normal,7,7,7,2.2359263506290326,0.7142857142857143,2.2359263506290326,5
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20241022,normal,7,7,7,2.1280852788913944,0.7142857142857143,2.1280852788913944,5
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20241022,normal,28,28,10,1.3609640474436813,0.3,1.3672649607197351,4
password_check,password_check/7,claude-3-5-sonnet-20240620,normal,74,74,10,1.9609640474436814,0.5,2.656570821890239,11
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20241022,normal,40,40,10,1.295461844238322,0.3,1.6901368590242072,5
symbolic_regression,symbolic_regression/level_1,claude-3-5-sonnet-20240620,normal,54,54,10,0.4689955935892812,0.2,0.26557518099056504,3
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20241022,normal,32,32,10,1.3609640474436813,0.3,1.7399212838293645,5
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20241022,normal,37,37,10,1.295461844238322,0.3,1.2983554533200814,4
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20241022,normal,9,9,9,0.5032583347756457,0.2222222222222222,0.5032583347756457,2
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20241022,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20241022,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20241022,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20241022,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20241022,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20241022,normal,9,9,9,0.5032583347756457,0.2222222222222222,0.5032583347756457,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20241022,normal,10,10,10,0.4689955935892812,0.2,0.4689955935892812,2
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20241022,normal,10,10,10,0.9219280948873623,0.3,0.9219280948873623,3
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20241022,normal,12,12,10,0.4689955935892812,0.2,0.41381685030363374,2
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20241022,normal,13,13,10,0.4689955935892812,0.2,0.39124356362925566,2
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20241022,normal,9,9,9,0.5032583347756457,0.2222222222222222,0.5032583347756457,2
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20241022,normal,9,9,9,0.5032583347756457,0.2222222222222222,0.5032583347756457,2
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20241022,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20241022,normal,10,10,10,0.4689955935892812,0.2,0.4689955935892812,2
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
password_check,password_check/4,claude-3-5-sonnet-20240620,normal,85,85,10,1.295461844238322,0.3,2.0201759999692217,12
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20241022,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
make_web_server,make_web_server/hello,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20241022,normal,7,7,7,1.1488348542809166,0.42857142857142855,1.1488348542809166,3
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20241022,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
make_web_server,make_web_server/hello,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
make_web_server,make_web_server/hello,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
make_web_server,make_web_server/hello,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
make_web_server,make_web_server/hello,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
password_check,password_check/1,claude-3-5-sonnet-20241022,normal,4,4,4,1.5,0.75,1.5,3
password_check,password_check/1,claude-3-5-sonnet-20241022,normal,5,5,5,1.9219280948873623,0.8,1.9219280948873623,4
password_check,password_check/1,claude-3-5-sonnet-20241022,normal,4,4,4,1.5,0.75,1.5,3
password_check,password_check/1,claude-3-5-sonnet-20241022,normal,5,5,5,1.9219280948873623,0.8,1.9219280948873623,4
password_check,password_check/2,claude-3-5-sonnet-20241022,normal,6,6,6,2.2516291673878226,0.8333333333333334,2.2516291673878226,5
password_check,password_check/1,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
password_check,password_check/2,claude-3-5-sonnet-20241022,normal,10,10,10,2.8464393446710154,0.8,2.8464393446710154,8
password_check,password_check/2,claude-3-5-sonnet-20241022,normal,9,9,9,2.94770277922009,0.8888888888888888,2.94770277922009,8
password_check,password_check/2,claude-3-5-sonnet-20241022,normal,6,6,6,2.2516291673878226,0.8333333333333334,2.2516291673878226,5
password_check,password_check/2,claude-3-5-sonnet-20241022,normal,12,12,10,2.8464393446710154,0.8,2.9182958340544896,9
password_check,password_check/3,claude-3-5-sonnet-20241022,normal,17,17,10,2.0464393446710156,0.5,2.7216227854342443,9
password_check,password_check/3,claude-3-5-sonnet-20241022,normal,15,15,10,2.6464393446710153,0.7,3.056564762130954,10
password_check,password_check/4,claude-3-5-sonnet-20241022,normal,6,6,6,2.2516291673878226,0.8333333333333334,2.2516291673878226,5
password_check,password_check/4,claude-3-5-sonnet-20241022,normal,5,5,5,2.321928094887362,1.0,2.321928094887362,5
password_check,password_check/4,claude-3-5-sonnet-20241022,normal,5,5,5,2.321928094887362,1.0,2.321928094887362,5
password_check,password_check/4,claude-3-5-sonnet-20241022,normal,6,6,6,2.2516291673878226,0.8333333333333334,2.2516291673878226,5
password_check,password_check/4,claude-3-5-sonnet-20241022,normal,6,6,6,2.2516291673878226,0.8333333333333334,2.2516291673878226,5
password_check,password_check/3,claude-3-5-sonnet-20241022,normal,15,15,10,1.3567796494470397,0.4,2.5967916319816364,9
password_check,password_check/5,claude-3-5-sonnet-20241022,normal,7,7,7,2.5216406363433186,0.8571428571428571,2.5216406363433186,6
password_check,password_check/5,claude-3-5-sonnet-20241022,normal,7,7,7,2.807354922057604,1.0,2.807354922057604,7
password_check,password_check/5,claude-3-5-sonnet-20241022,normal,8,8,8,2.75,0.875,2.75,7
password_check,password_check/5,claude-3-5-sonnet-20241022,normal,6,6,6,1.9182958340544893,0.6666666666666666,1.9182958340544893,4
password_check,password_check/3,claude-3-5-sonnet-20241022,normal,28,28,10,1.9609640474436814,0.5,2.5911496433072374,11
password_check,password_check/5,claude-3-5-sonnet-20241022,normal,6,6,6,2.2516291673878226,0.8333333333333334,2.2516291673878226,5
pico_ctf,pico_ctf/104_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/104_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/104_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/104_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/104_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/166_no_internet,claude-3-5-sonnet-20241022,normal,5,5,5,1.9219280948873623,0.8,1.9219280948873623,4
password_check,password_check/3,claude-3-5-sonnet-20241022,normal,38,38,10,1.3609640474436813,0.3,1.721254048595307,7
pico_ctf,pico_ctf/166_no_internet,claude-3-5-sonnet-20241022,normal,5,5,5,1.9219280948873623,0.8,1.9219280948873623,4
pico_ctf,pico_ctf/166_no_internet,claude-3-5-sonnet-20241022,normal,5,5,5,1.9219280948873623,0.8,1.9219280948873623,4
pico_ctf,pico_ctf/166_no_internet,claude-3-5-sonnet-20241022,normal,6,6,6,2.2516291673878226,0.8333333333333334,2.2516291673878226,5
password_check,password_check/7,claude-3-5-sonnet-20241022,normal,26,26,10,1.3609640474436813,0.3,1.948559909616681,7
pico_ctf,pico_ctf/166_no_internet,claude-3-5-sonnet-20241022,normal,5,5,5,1.9219280948873623,0.8,1.9219280948873623,4
pico_ctf,pico_ctf/256_no_internet,claude-3-5-sonnet-20241022,normal,6,6,6,2.251629167387823,0.8333333333333334,2.251629167387823,5
pico_ctf,pico_ctf/256_no_internet,claude-3-5-sonnet-20241022,normal,5,5,5,1.3709505944546687,0.6,1.3709505944546687,3
pico_ctf,pico_ctf/208_no_internet,claude-3-5-sonnet-20241022,normal,18,18,10,0.4689955935892812,0.2,0.9141828384352135,4
pico_ctf,pico_ctf/256_no_internet,claude-3-5-sonnet-20241022,normal,7,7,7,1.8423709931771084,0.5714285714285714,1.8423709931771084,4
pico_ctf,pico_ctf/208_no_internet,claude-3-5-sonnet-20241022,normal,18,18,10,0.4689955935892812,0.2,1.0975378398419535,4
pico_ctf,pico_ctf/264_nohint_no_internet,claude-3-5-sonnet-20241022,normal,7,7,7,2.1280852788913944,0.7142857142857143,2.1280852788913944,5
pico_ctf,pico_ctf/264_nohint_no_internet,claude-3-5-sonnet-20241022,normal,6,6,6,1.7924812503605778,0.6666666666666666,1.7924812503605778,4
pico_ctf,pico_ctf/264_nohint_no_internet,claude-3-5-sonnet-20241022,normal,9,9,9,2.4193819456463714,0.6666666666666666,2.4193819456463714,6
pico_ctf,pico_ctf/315_nohint_no_internet,claude-3-5-sonnet-20241022,normal,7,7,7,1.8423709931771084,0.5714285714285714,1.8423709931771084,4
pico_ctf,pico_ctf/315_nohint_no_internet,claude-3-5-sonnet-20241022,normal,9,9,9,2.4193819456463714,0.6666666666666666,2.4193819456463714,6
pico_ctf,pico_ctf/208_no_internet,claude-3-5-sonnet-20241022,normal,24,24,10,0.4689955935892812,0.2,0.49715018363696706,3
pico_ctf,pico_ctf/264_nohint_no_internet,claude-3-5-sonnet-20241022,normal,8,8,8,2.4056390622295662,0.75,2.4056390622295662,6
pico_ctf,pico_ctf/315_nohint_no_internet,claude-3-5-sonnet-20241022,normal,6,6,6,1.2516291673878228,0.5,1.2516291673878228,3
pico_ctf,pico_ctf/264_nohint_no_internet,claude-3-5-sonnet-20241022,normal,7,7,7,2.1280852788913944,0.7142857142857143,2.1280852788913944,5
pico_ctf,pico_ctf/315_nohint_no_internet,claude-3-5-sonnet-20241022,normal,8,8,8,1.75,0.5,1.75,4
pico_ctf,pico_ctf/316_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/315_nohint_no_internet,claude-3-5-sonnet-20241022,normal,9,9,9,2.058813890331201,0.5555555555555556,2.058813890331201,5
pico_ctf,pico_ctf/316_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/208_no_internet,claude-3-5-sonnet-20241022,normal,30,30,10,0.4689955935892812,0.2,0.6274918436613969,4
pico_ctf,pico_ctf/316_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/316_nohint_no_internet,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
pico_ctf,pico_ctf/208_no_internet,claude-3-5-sonnet-20241022,normal,32,32,10,0.4689955935892812,0.2,0.7310644431995964,4
wikipedia_research,wikipedia_research/austrian_votes,claude-3-5-sonnet-20241022,normal,8,8,8,1.061278124459133,0.375,1.061278124459133,3
wikipedia_research,wikipedia_research/speaker_of_house,claude-3-5-sonnet-20241022,normal,4,4,4,1.5,0.75,1.5,3
wikipedia_research,wikipedia_research/speaker_of_house,claude-3-5-sonnet-20241022,normal,4,4,4,1.5,0.75,1.5,3
wikipedia_research,wikipedia_research/speaker_of_house,claude-3-5-sonnet-20241022,normal,4,4,4,1.5,0.75,1.5,3
password_check,password_check/7,claude-3-5-sonnet-20241022,normal,60,60,10,1.1567796494470395,0.3,1.7303340084404844,9
debug_small_libs,debug_small_libs/markdown,claude-3-5-sonnet-20240620,normal,6,6,6,2.2516291673878226,0.8333333333333334,2.2516291673878226,5
debug_small_libs,debug_small_libs/orm_somebugs,claude-3-5-sonnet-20240620,normal,11,11,10,1.8954618442383218,0.4,2.1626441180472606,5
debug_small_libs,debug_small_libs/orm_somebugs,claude-3-5-sonnet-20240620,normal,10,10,10,2.1709505944546685,0.5,2.1709505944546685,5
debug_small_libs,debug_small_libs/orm_somebugs,claude-3-5-sonnet-20240620,normal,13,13,10,1.7609640474436812,0.4,1.9877733714879842,5
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20240620,normal,10,10,10,2.0464393446710156,0.5,2.0464393446710156,5
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20240620,normal,6,6,6,1.9182958340544893,0.6666666666666666,1.9182958340544893,4
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20240620,normal,9,9,9,2.058813890331201,0.5555555555555556,2.058813890331201,5
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20240620,normal,9,9,9,1.7527152789797045,0.4444444444444444,1.7527152789797045,4
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20240620,normal,7,7,7,1.8423709931771084,0.5714285714285714,1.8423709931771084,4
gaia,gaia/0a3cd321,claude-3-5-sonnet-20240620,normal,8,8,8,1.2987949406953985,0.375,1.2987949406953985,3
gaia,gaia/0a3cd321,claude-3-5-sonnet-20240620,normal,4,4,4,2.0,1.0,2.0,4
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20240620,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
gaia,gaia/0a3cd321,claude-3-5-sonnet-20240620,normal,10,10,10,1.5709505944546687,0.4,1.5709505944546687,4
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20240620,normal,16,16,10,0.4689955935892812,0.2,0.3372900666170139,2
debug_small_libs,debug_small_libs/orm_allbugs,claude-3-5-sonnet-20240620,normal,19,19,10,1.3609640474436813,0.3,1.9504809632118365,6
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20240620,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20240620,normal,13,13,10,0.4689955935892812,0.2,0.39124356362925566,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20240620,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
debug_small_libs,debug_small_libs/orm_allbugs,claude-3-5-sonnet-20240620,normal,51,51,10,1.3609640474436813,0.3,1.8608127510096832,5
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20240620,normal,12,12,10,0.4689955935892812,0.2,0.41381685030363374,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20240620,normal,10,10,10,0.4689955935892812,0.2,0.4689955935892812,2
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20240620,normal,12,12,10,0.4689955935892812,0.2,0.41381685030363374,2
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20240620,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20240620,normal,10,10,10,0.4689955935892812,0.2,0.4689955935892812,2
debug_small_libs,debug_small_libs/markdown,claude-3-5-sonnet-20240620,normal,45,45,10,1.3609640474436813,0.3,1.3923568350694984,5
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20240620,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20241022,normal,16,16,10,1.3609640474436813,0.3,1.5435644431995963,4
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20240620,normal,17,17,10,0.4689955935892812,0.2,0.3227569588973982,2
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20240620,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20240620,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20240620,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
debug_small_libs,debug_small_libs/markdown,claude-3-5-sonnet-20240620,normal,28,28,10,1.3609640474436813,0.3,1.552881124040173,5
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20241022,normal,7,7,7,2.1280852788913944,0.7142857142857143,2.1280852788913944,5
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20241022,normal,8,8,8,2.1556390622295662,0.625,2.1556390622295662,5
debug_small_libs,debug_small_libs/orm_allbugs,claude-3-5-sonnet-20240620,normal,56,56,10,1.3609640474436813,0.3,1.665773337126787,6
gaia,gaia/0a3cd321,claude-3-5-sonnet-20241022,normal,4,4,4,0.8112781244591328,0.5,0.8112781244591328,2
esolang,esolang/broccoli_fibonacci,claude-3-5-sonnet-20241022,normal,12,12,10,1.9609640474436814,0.5,2.125814583693911,6
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20241022,normal,10,10,10,0.4689955935892812,0.2,0.4689955935892812,2
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20240620,normal,64,64,10,1.295461844238322,0.3,1.199895033308507,4
gaia,gaia/0a3cd321,claude-3-5-sonnet-20241022,normal,12,12,10,0.4689955935892812,0.2,1.207518749639422,4
hypothesis_testing,hypothesis_testing/mystery_function_1,claude-3-5-sonnet-20241022,normal,9,9,9,0.5032583347756457,0.2222222222222222,0.5032583347756457,2
local_research,local_research/atari_epochs,claude-3-5-sonnet-20240620,normal,7,7,7,1.3787834934861753,0.42857142857142855,1.3787834934861753,3
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20241022,normal,10,10,10,0.4689955935892812,0.2,0.4689955935892812,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20241022,normal,11,11,10,0.4689955935892812,0.2,0.4394969869215134,2
gaia,gaia/0a3cd321,claude-3-5-sonnet-20241022,normal,13,13,10,0.4689955935892812,0.2,1.1451104143815827,4
local_research,local_research/which_does_worse,claude-3-5-sonnet-20240620,normal,6,6,6,1.4591479170272448,0.5,1.4591479170272448,3
local_research,local_research/which_does_worse,claude-3-5-sonnet-20241022,normal,9,9,9,1.224394445405986,0.3333333333333333,1.224394445405986,3
local_research,local_research/atari_epochs,claude-3-5-sonnet-20240620,normal,6,6,6,1.4591479170272448,0.5,1.4591479170272448,3
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
hypothesis_testing,hypothesis_testing/mystery_function_2,claude-3-5-sonnet-20241022,normal,9,9,9,0.5032583347756457,0.2222222222222222,0.5032583347756457,2
local_research,local_research/which_does_worse,claude-3-5-sonnet-20240620,normal,7,7,7,1.3787834934861753,0.42857142857142855,1.3787834934861753,3
local_research,local_research/which_does_worse,claude-3-5-sonnet-20240620,normal,6,6,6,1.4591479170272448,0.5,1.4591479170272448,3
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20241022,normal,16,16,10,0.4689955935892812,0.2,0.3372900666170139,2
hypothesis_testing,hypothesis_testing/mystery_function_4,claude-3-5-sonnet-20241022,normal,15,15,10,0.4689955935892812,0.2,0.35335933502142136,2
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20240620,normal,6,6,6,1.2516291673878228,0.5,1.2516291673878228,3
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20240620,normal,6,6,6,1.7924812503605778,0.6666666666666666,1.7924812503605778,4
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20240620,normal,7,7,7,1.1488348542809166,0.42857142857142855,1.1488348542809166,3
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
hypothesis_testing,hypothesis_testing/mystery_function_6,claude-3-5-sonnet-20241022,normal,7,7,7,0.5916727785823275,0.2857142857142857,0.5916727785823275,2
make_web_server,make_web_server/hello,claude-3-5-sonnet-20240620,normal,4,4,4,2.0,1.0,2.0,4
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20241022,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
make_web_server,make_web_server/hello,claude-3-5-sonnet-20240620,normal,4,4,4,2.0,1.0,2.0,4
make_web_server,make_web_server/hello,claude-3-5-sonnet-20240620,normal,4,4,4,2.0,1.0,2.0,4
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20241022,normal,6,6,6,0.6500224216483541,0.3333333333333333,0.6500224216483541,2
local_research,local_research/atari_epochs,claude-3-5-sonnet-20241022,normal,6,6,6,1.4591479170272448,0.5,1.4591479170272448,3
local_research,local_research/which_does_worse,claude-3-5-sonnet-20241022,normal,5,5,5,1.3709505944546687,0.6,1.3709505944546687,3
local_research,local_research/atari_epochs,claude-3-5-sonnet-20241022,normal,4,4,4,1.5,0.75,1.5,3
local_research,local_research/which_does_worse,claude-3-5-sonnet-20241022,normal,5,5,5,1.3709505944546687,0.6,1.3709505944546687,3
local_research,local_research/atari_epochs,claude-3-5-sonnet-20241022,normal,7,7,7,1.1488348542809166,0.42857142857142855,1.1488348542809166,3
hypothesis_testing,hypothesis_testing/mystery_function_8,claude-3-5-sonnet-20241022,normal,8,8,8,0.5435644431995964,0.25,0.5435644431995964,2
esolang,esolang/broccoli_collatz,claude-3-5-sonnet-20241022,normal,31,31,10,1.3609640474436813,0.3,1.5119680758719727,5
make_web_server,make_web_server/hello,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
make_web_server,make_web_server/hello,claude-3-5-sonnet-20241022,normal,4,4,4,2.0,1.0,2.0,4
machine_learning_local,machine_learning_local/cifar10_reasonable,claude-3-5-sonnet-20241022,normal,5,5,5,0.7219280948873623,0.4,0.7219280948873623,2
